ID_cliente,Baja,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_contrato,Servicio_telefonia,Lineas_multiples,Servicio_internet,Seguridad_online,Respaldo_online,Proteccion_dispositivo,Soporte_tecnico,TV_streaming,Peliculas_streaming,Tipo_contrato,Facturacion_digital,Metodo_pago,Cargo_mensual,Total_gastado,Cuentas_Diarias
1336-EZFZY,No,Mujer,No,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.05,83.3,0.67
1337-BOZWO,No,Hombre,No,Sí,Sí,18,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,Sí,No,Un año,No,Tarjeta de crédito,46.4,812.4,1.55
1338-CECEE,No,Hombre,No,Sí,Sí,41,Sí,Sí,DSL,No,Sí,Sí,No,Sí,No,Un año,No,Transferencia bancaria,68.5,2839.95,2.28
1342-JPNKI,Sí,Hombre,No,No,No,10,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Transferencia bancaria,86.05,834.1,2.87
1343-EHPYB,Sí,Hombre,No,Sí,No,63,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,103.4,6603.0,3.45
1345-GKDZZ,No,Hombre,No,No,Sí,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.55,128.6,0.65
1345-ZUKID,No,Hombre,No,No,No,14,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.35,324.8,0.64
1346-PJWTK,No,Hombre,No,Sí,No,61,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,Sí,Mensual,No,Tarjeta de crédito,94.15,5731.85,3.14
1346-UFHAX,No,Mujer,No,No,No,13,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,80.0,1029.35,2.67
1347-KTTTA,No,Hombre,No,Sí,No,64,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Tarjeta de crédito,102.45,6654.1,3.42
1349-WXNGG,Sí,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.05,20.05,0.67
1352-HNSAW,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,115.6,8220.4,3.85
1352-VHKAJ,No,Hombre,No,Sí,Sí,27,Sí,Sí,DSL,No,No,No,Sí,Sí,Sí,Mensual,No,Transferencia bancaria,71.6,1957.1,2.39
1353-GHZOS,No,Hombre,No,Sí,No,22,Sí,No,DSL,Sí,No,No,No,Sí,No,Un año,Sí,Transferencia bancaria,59.75,1374.35,1.99
1353-LJWEM,No,Hombre,No,No,No,11,Sí,No,DSL,No,Sí,Sí,Sí,No,No,Mensual,Sí,Cheque electrónico,60.9,688.5,2.03
1354-YZFNB,No,Hombre,No,Sí,Sí,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.55,68.8,0.65
1355-KUSBG,No,Mujer,No,Sí,Sí,7,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,48.8,349.8,1.63
1356-MKYSK,No,Hombre,No,No,No,6,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Mensual,No,Tarjeta de crédito,78.65,483.3,2.62
1357-BIJKI,No,Hombre,No,Sí,No,50,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Un año,Sí,Cheque electrónico,98.25,4858.7,3.28
1357-MVDOZ,No,Hombre,No,Sí,Sí,11,Sí,No,DSL,No,No,Sí,No,Sí,No,Mensual,Sí,Transferencia bancaria,59.65,683.25,1.99
1360-JYXKQ,No,Mujer,Yes,Sí,No,54,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,99.1,5437.1,3.3
1360-RCYRT,No,Hombre,No,Sí,Sí,23,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Mensual,Sí,Transferencia bancaria,30.35,678.75,1.01
1360-XFJMR,No,Mujer,No,Sí,No,67,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Tarjeta de crédito,109.7,7344.45,3.66
1363-TXLSL,Sí,Hombre,Yes,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,70.3,70.3,2.34
1370-GGAWX,No,Mujer,No,No,No,46,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí,Un año,Sí,Cheque electrónico,94.15,4408.45,3.14
1371-DWPAZ,No,Mujer,No,Sí,Sí,0,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,No,Tarjeta de crédito,56.05,0.0,1.87
1371-OJCEK,No,Mujer,No,No,No,48,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,24.35,1133.7,0.81
1371-WEPDS,No,Hombre,Yes,Sí,No,40,Sí,No,DSL,No,No,No,No,No,Sí,Un año,No,Cheque electrónico,55.8,2283.3,1.86
1373-ORVIZ,Sí,Mujer,No,Sí,Sí,11,Sí,Sí,DSL,No,No,No,Sí,No,Sí,Mensual,Sí,Cheque electrónico,66.35,740.8,2.21
1374-DMZUI,Sí,Mujer,Yes,No,No,4,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.3,424.45,3.14
1376-HHBDV,No,Mujer,No,No,No,30,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque postal,48.8,1536.75,1.63
1379-FRVEB,No,Hombre,No,No,Sí,15,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,91.0,1430.05,3.03
1383-EZRWL,Sí,Mujer,No,No,No,7,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.05,164.85,0.67
1384-RCUXW,No,Hombre,No,No,No,16,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque postal,80.55,1248.9,2.68
1385-TQOZW,No,Mujer,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,20.45,147.55,0.68
1386-ZIKUV,No,Hombre,No,No,No,7,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque postal,18.95,130.55,0.63
1389-CXMLU,Sí,Hombre,Yes,No,No,3,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,No,Cheque electrónico,91.05,289.1,3.03
1389-WNUIB,No,Mujer,No,Sí,Sí,20,Sí,Sí,DSL,Sí,No,No,No,Sí,Sí,Un año,No,Transferencia bancaria,76.0,1588.75,2.53
1391-UBDAR,No,Hombre,No,No,No,11,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,72.9,818.45,2.43
1393-IMKZG,No,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,95.85,95.85,3.2
1394-SUIUH,No,Mujer,Yes,Sí,No,44,Sí,No,Fibra óptica,Sí,Sí,No,Sí,No,No,Mensual,Sí,Cheque electrónico,85.15,3670.5,2.84
1395-OFUWC,No,Hombre,No,Sí,Sí,43,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,No,Tarjeta de crédito,29.3,1224.05,0.98
1395-WSWXR,No,Hombre,No,No,No,24,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,20.75,487.05,0.69
1396-QWFBJ,Sí,Mujer,No,Sí,Sí,21,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Transferencia bancaria,74.05,1565.7,2.47
1397-XKKWR,No,Hombre,No,No,No,7,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,No,Un año,No,Cheque postal,35.3,264.8,1.18
1399-OUPJN,No,Mujer,No,Sí,Sí,57,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,19.75,1272.05,0.66
1399-UBQIU,No,Hombre,No,No,No,11,Sí,No,DSL,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,69.35,712.25,2.31
1400-MMYXY,Sí,Hombre,Yes,Sí,No,3,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,105.9,334.65,3.53
1400-WIVLL,No,Hombre,No,Sí,No,57,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,No,Cheque electrónico,107.95,5969.85,3.6
1401-FTHFQ,No,Hombre,No,Sí,Sí,23,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Tarjeta de crédito,20.0,445.3,0.67
1402-PTHGN,No,Mujer,No,Sí,Sí,18,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Un año,Sí,Cheque postal,61.5,1087.45,2.05
1403-GYAFU,No,Hombre,No,Sí,Sí,70,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,20.05,1360.25,0.67
1403-LKLIK,No,Mujer,No,Sí,Sí,33,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.1,579.4,0.67
1406-PUQVY,No,Hombre,No,No,Sí,1,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,49.9,49.9,1.66
1407-DIGZV,No,Mujer,No,Sí,Sí,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.1,52.0,0.64
1409-PHXTF,No,Hombre,Yes,Sí,No,54,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,110.45,6077.75,3.68
1410-RSCMR,No,Hombre,No,Sí,Sí,7,Sí,No,DSL,Sí,No,Sí,Sí,No,Sí,Mensual,Sí,Tarjeta de crédito,71.35,515.75,2.38
1414-YADCW,No,Hombre,No,Sí,No,70,Sí,No,Fibra óptica,Sí,Sí,No,Sí,No,No,Dos años,No,Transferencia bancaria,84.6,5706.2,2.82
1415-YFWLT,Sí,Mujer,Yes,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,89.3,89.3,2.98
1421-HCERK,No,Hombre,Yes,Sí,No,30,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No,Mensual,Sí,Transferencia bancaria,105.7,3181.8,3.52
1422-DGUBX,No,Hombre,No,Sí,No,32,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No,Un año,Sí,Cheque electrónico,79.25,2619.15,2.64
1423-BMPBQ,No,Mujer,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque postal,19.0,19.0,0.63
1427-VERSM,No,Mujer,No,Sí,No,56,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,98.7,5669.5,3.29
1428-GTBJJ,Sí,Hombre,No,No,No,11,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,74.55,824.75,2.48
1428-IEDPR,No,Hombre,No,No,No,52,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,109.3,5731.4,3.64
1429-UYJSV,No,Mujer,No,No,No,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.7,260.9,0.66
1430-SFQSA,No,Hombre,No,No,No,29,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No,Un año,No,Cheque postal,35.6,1072.6,1.19
1431-AIDJQ,No,Hombre,No,Sí,Sí,33,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,82.1,2603.1,2.74
1431-CYWMH,No,Mujer,No,Sí,Sí,22,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.05,454.05,0.64
1432-FPAXX,Sí,Mujer,No,No,No,29,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,30.6,856.35,1.02
1436-ZMJAN,No,Mujer,No,Sí,No,10,Sí,No,DSL,No,No,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito,67.8,653.15,2.26
1439-LCGVL,No,Mujer,No,Sí,No,26,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.2,459.6,0.64
1442-BQPVU,No,Mujer,No,No,No,13,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,No,Cheque electrónico,29.15,357.15,0.97
1442-OKRJE,No,Hombre,No,Sí,Sí,66,Sí,No,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria,103.15,7031.3,3.44
1444-VVSGW,Sí,Hombre,No,Sí,No,70,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Tarjeta de crédito,115.65,7968.85,3.86
1447-GIQMR,Sí,Hombre,No,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.15,69.15,2.31
1447-PJGGA,Sí,Mujer,No,No,No,57,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Dos años,Sí,Cheque electrónico,95.25,5464.65,3.18
1448-CYWKC,No,Mujer,No,Sí,Sí,58,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,105.2,6225.4,3.51
1448-PWKYE,Sí,Hombre,No,Sí,Sí,1,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,No,Cheque electrónico,80.0,80.0,2.67
1449-XQEMT,Sí,Hombre,No,No,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque postal,19.8,58.15,0.66
1450-GALXR,Sí,Mujer,No,No,No,10,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,98.5,1058.25,3.28
1450-SKCVI,Sí,Mujer,No,No,No,56,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,73.85,4092.85,2.46
1452-KIOVK,No,Hombre,No,No,Sí,22,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito,89.1,1949.4,2.97
1452-UZOSF,No,Hombre,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito,106.1,7548.6,3.54
1452-VOQCH,No,Hombre,No,No,No,1,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,75.1,75.1,2.5
1452-XRSJV,No,Mujer,No,Sí,Sí,39,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Tarjeta de crédito,51.05,2066.0,1.7
1453-RZFON,No,Mujer,No,No,Sí,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque postal,49.9,49.9,1.66
1455-ESIQH,Sí,Hombre,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,89.1,89.1,2.97
1455-HFBXA,No,Hombre,No,Sí,No,52,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,No,No,Dos años,Sí,Tarjeta de crédito,91.6,4627.8,3.05
1455-UGQVH,Sí,Hombre,No,Sí,No,10,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,98.5,1037.75,3.28
1456-TWCGB,No,Hombre,No,No,No,4,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,No,Cheque postal,49.25,208.45,1.64
1459-QNFQT,No,Hombre,No,Sí,Sí,70,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,59.5,4144.8,1.98
1460-UZPRJ,No,Hombre,No,Sí,No,60,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.95,1258.15,0.66
1465-LNTLJ,No,Hombre,Yes,Sí,No,8,Sí,No,DSL,No,No,Sí,Sí,No,Sí,Mensual,Sí,Tarjeta de crédito,64.4,581.7,2.15
1465-VINDH,Sí,Mujer,No,Sí,Sí,10,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito,102.1,1068.85,3.4
1465-WCZVT,No,Mujer,No,Sí,Sí,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.65,60.65,0.65
1468-DEFNC,No,Hombre,Yes,Sí,Sí,64,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,24.4,1548.65,0.81
1469-LBJQJ,No,Mujer,No,Sí,No,66,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,105.2,6936.85,3.51
1470-PSXNM,No,Hombre,No,Sí,Sí,49,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No,Un año,Sí,Cheque electrónico,93.65,4520.15,3.12
1471-GIQKQ,No,Mujer,No,No,No,1,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,No,Cheque electrónico,49.95,49.95,1.66
1472-TNCWL,No,Hombre,No,No,Sí,36,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.7,3512.5,3.16
1474-JUWSM,No,Mujer,No,Sí,No,58,Sí,Sí,DSL,Sí,No,No,Sí,No,Sí,Un año,Sí,Cheque electrónico,68.4,3972.25,2.28
1475-VWVDO,No,Hombre,No,No,No,7,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,74.9,490.55,2.5
1478-VPOAD,No,Mujer,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,43.8,43.8,1.46
1480-BKXGA,No,Hombre,Yes,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,116.05,8404.9,3.87
1480-IVEVR,No,Hombre,Yes,Sí,No,35,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Un año,Sí,Transferencia bancaria,81.6,2815.25,2.72
1481-ZUWZA,Sí,Hombre,No,No,No,28,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,Sí,Mensual,Sí,Tarjeta de crédito,94.5,2659.4,3.15
1482-OXZSY,No,Hombre,No,No,No,30,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,100.4,2936.25,3.35
1485-YDHMM,No,Hombre,No,Sí,Sí,52,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,Sí,Mensual,Sí,Transferencia bancaria,93.25,4631.7,3.11
1488-PBLJN,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,116.85,8477.7,3.9
1488-SYSFC,No,Hombre,No,Sí,Sí,31,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,20.65,702.05,0.69
1492-KGETH,No,Hombre,No,Sí,Sí,70,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Un año,No,Transferencia bancaria,78.35,5445.95,2.61
1492-QGCLU,No,Hombre,No,Sí,Sí,53,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Mensual,No,Cheque electrónico,85.7,4616.1,2.86
1493-AMTIE,Sí,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Transferencia bancaria,20.2,20.2,0.67
1494-EJZDW,No,Mujer,No,Sí,Sí,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,20.15,220.8,0.67
1496-GGSUK,Sí,Mujer,Yes,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,25.7,25.7,0.86
1498-DQNRX,No,Mujer,No,Sí,No,29,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.85,573.05,0.66
1498-NHTLT,No,Hombre,No,Sí,Sí,59,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,86.75,5186.0,2.89
1501-SGHBW,Sí,Hombre,No,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,45.85,81.0,1.53
1502-XFCVR,Sí,Mujer,No,No,No,58,Sí,No,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,106.45,6145.85,3.55
1506-YJTYT,No,Hombre,No,Sí,Sí,45,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,No,Dos años,No,Tarjeta de crédito,73.85,3371.0,2.46
1508-DFXCU,No,Hombre,No,No,No,12,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,81.45,912.0,2.72
1513-XNPPH,Sí,Mujer,No,No,No,12,Sí,No,Fibra óptica,No,No,Sí,Sí,No,Sí,Mensual,Sí,Cheque electrónico,89.4,1095.65,2.98
1518-OMDIK,No,Hombre,No,Sí,No,33,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,44.55,1462.6,1.48
1518-VOWAV,Sí,Mujer,No,No,No,9,Sí,No,DSL,Sí,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,74.65,703.55,2.49
1522-VVDMG,Sí,Hombre,No,Sí,Sí,7,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,89.75,608.8,2.99
1525-LNLOJ,No,Hombre,No,Sí,Sí,66,Sí,Sí,DSL,No,No,Sí,No,Sí,No,Dos años,Sí,Transferencia bancaria,63.3,4189.7,2.11
1527-SXDPN,Sí,Hombre,No,Sí,Sí,52,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,Sí,Dos años,Sí,Transferencia bancaria,96.25,4990.25,3.21
1530-ZTDOZ,No,Mujer,No,Sí,No,49,No,Sin servicio telefónico,DSL,Sí,No,No,No,Sí,No,Mensual,No,Transferencia bancaria,40.65,2070.75,1.36
1534-OULXE,No,Mujer,No,Sí,Sí,61,Sí,No,DSL,Sí,No,No,No,No,No,Un año,Sí,Transferencia bancaria,49.7,2961.4,1.66
1535-VTJOQ,No,Mujer,No,No,No,24,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,25.15,553.0,0.84
1536-HBSWP,No,Mujer,No,No,No,1,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque electrónico,49.9,49.9,1.66
1536-YHDOE,No,Hombre,No,Sí,Sí,17,Sí,Sí,DSL,Sí,No,No,Sí,No,No,Un año,Sí,Cheque postal,62.1,1096.65,2.07
1539-LNKHM,No,Mujer,No,No,No,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.4,266.6,0.68
1541-ETJZO,Sí,Hombre,No,No,No,1,Sí,Sí,DSL,No,No,Sí,Sí,No,No,Mensual,No,Cheque postal,62.05,62.05,2.07
1543-LLLFT,No,Hombre,Yes,Sí,No,61,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,No,Un año,Sí,Cheque postal,98.3,6066.55,3.28
1544-JJMYL,No,Hombre,No,No,No,27,Sí,No,DSL,Sí,No,Sí,Sí,Sí,No,Un año,No,Tarjeta de crédito,69.35,1927.3,2.31
1545-ACTAS,No,Mujer,No,Sí,Sí,48,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria,99.7,4977.2,3.32
1545-JFUML,No,Hombre,No,Sí,No,71,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No,Dos años,Sí,Cheque electrónico,99.0,6994.6,3.3
1548-ARAGG,No,Mujer,No,Sí,Sí,4,Sí,Sí,DSL,No,Sí,No,Sí,No,No,Mensual,Sí,Cheque postal,58.5,224.85,1.95
1548-FEHVL,No,Hombre,No,Sí,No,61,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,106.2,6375.2,3.54
1550-EENBN,No,Mujer,No,No,No,31,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Mensual,No,Cheque electrónico,104.35,3205.6,3.48
1550-LOAHA,Sí,Mujer,No,Sí,No,32,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,No,Transferencia bancaria,84.15,2585.95,2.8
1552-AAGRX,No,Mujer,No,No,No,30,Sí,Sí,Fibra óptica,Sí,No,No,Sí,Sí,Sí,Mensual,No,Transferencia bancaria,106.4,3211.9,3.55
